Complaint ID,Complaint Text,Category
CMP00466,My credit card application was rejected without any reason.,Fraud
CMP00467,Unauthorized withdrawals from my savings account.,Billing Error
CMP00468,"I need to change my mailing address, but your online form isn't working.",Billing Error
CMP00469,Suspicious transactions appeared on my credit card statement.,Loan Issue
CMP00470,My debit card was blocked without notification.,Billing Error
CMP00471,The system keeps showing an error when I try to make a payment.,Fraud
CMP00472,Unauthorized withdrawals from my savings account.,Billing Error
CMP00473,The system keeps showing an error when I try to make a payment.,Technical Issue
CMP00474,Unauthorized withdrawals from my savings account.,Account Issue
CMP00475,My credit card application was rejected without any reason.,Loan Issue
CMP00476,The system keeps showing an error when I try to make a payment.,Technical Issue
CMP00477,Haven't received my refund after 30 days of waiting.,Fraud
CMP00478,Suspicious transactions appeared on my credit card statement.,Fraud
CMP00479,My debit card was blocked without notification.,Fraud
CMP00480,Loan approval is delayed despite submitting all required documents.,Technical Issue
CMP00481,Suspicious transactions appeared on my credit card statement.,Fraud
CMP00482,Suspicious transactions appeared on my credit card statement.,Fraud
CMP00483,Loan approval is delayed despite submitting all required documents.,Billing Error
CMP00484,I was charged twice for the same transaction.,Billing Error
CMP00485,Suspicious transactions appeared on my credit card statement.,Loan Issue
CMP00486,Haven't received my refund after 30 days of waiting.,Account Issue
CMP00487,The interest rate applied to my loan is incorrect.,Loan Issue
CMP00488,The system keeps showing an error when I try to make a payment.,Loan Issue
CMP00489,My credit card application was rejected without any reason.,Account Issue
CMP00490,The system keeps showing an error when I try to make a payment.,Technical Issue
CMP00491,Suspicious transactions appeared on my credit card statement.,Technical Issue
CMP00492,"I need to change my mailing address, but your online form isn't working.",Billing Error
CMP00493,"I need to change my mailing address, but your online form isn't working.",Fraud
CMP00494,I was charged twice for the same transaction.,Loan Issue
CMP00495,Suspicious transactions appeared on my credit card statement.,Account Issue
CMP00496,Haven't received my refund after 30 days of waiting.,Account Issue
CMP00497,Loan approval is delayed despite submitting all required documents.,Fraud
CMP00498,My credit card application was rejected without any reason.,Technical Issue
CMP00499,Loan approval is delayed despite submitting all required documents.,Account Issue
CMP00500,Loan approval is delayed despite submitting all required documents.,Account Issue
CMP00501,I was charged twice for the same transaction.,Billing Error
CMP00502,My credit card application was rejected without any reason.,Technical Issue
CMP00503,I was charged twice for the same transaction.,Fraud
CMP00504,I was charged twice for the same transaction.,Billing Error
CMP00505,Suspicious transactions appeared on my credit card statement.,Technical Issue
CMP00506,My debit card was blocked without notification.,Billing Error
CMP00507,My credit card application was rejected without any reason.,Billing Error
CMP00508,Unauthorized withdrawals from my savings account.,Billing Error
CMP00509,Loan approval is delayed despite submitting all required documents.,Account Issue
CMP00510,The interest rate applied to my loan is incorrect.,Account Issue
CMP00511,Suspicious transactions appeared on my credit card statement.,Account Issue
CMP00512,The interest rate applied to my loan is incorrect.,Fraud
CMP00513,I was charged twice for the same transaction.,Fraud
CMP00514,Loan approval is delayed despite submitting all required documents.,Account Issue
CMP00515,I was charged twice for the same transaction.,Fraud
CMP00516,Loan approval is delayed despite submitting all required documents.,Fraud
CMP00517,My credit card application was rejected without any reason.,Loan Issue
CMP00518,Unauthorized withdrawals from my savings account.,Billing Error
CMP00519,Loan approval is delayed despite submitting all required documents.,Fraud
CMP00520,Unauthorized withdrawals from my savings account.,Account Issue
CMP00521,"I need to change my mailing address, but your online form isn't working.",Account Issue
CMP00522,"I need to change my mailing address, but your online form isn't working.",Fraud
CMP00523,I was charged twice for the same transaction.,Fraud
CMP00524,Haven't received my refund after 30 days of waiting.,Technical Issue
CMP00525,Unauthorized withdrawals from my savings account.,Account Issue
CMP00526,My credit card application was rejected without any reason.,Account Issue
CMP00527,"I need to change my mailing address, but your online form isn't working.",Technical Issue
CMP00528,I was charged twice for the same transaction.,Account Issue
CMP00529,"I need to change my mailing address, but your online form isn't working.",Billing Error
CMP00530,My credit card application was rejected without any reason.,Fraud
CMP00531,The interest rate applied to my loan is incorrect.,Billing Error
CMP00532,Haven't received my refund after 30 days of waiting.,Fraud
CMP00533,The interest rate applied to my loan is incorrect.,Technical Issue
CMP00534,The system keeps showing an error when I try to make a payment.,Loan Issue
CMP00535,Haven't received my refund after 30 days of waiting.,Fraud
CMP00536,I was charged twice for the same transaction.,Technical Issue
CMP00537,Unauthorized withdrawals from my savings account.,Billing Error
CMP00538,My credit card application was rejected without any reason.,Account Issue
CMP00539,My debit card was blocked without notification.,Account Issue
CMP00540,Unauthorized withdrawals from my savings account.,Fraud
CMP00541,Loan approval is delayed despite submitting all required documents.,Technical Issue
CMP00542,My debit card was blocked without notification.,Loan Issue
CMP00543,"I need to change my mailing address, but your online form isn't working.",Billing Error
CMP00544,The interest rate applied to my loan is incorrect.,Account Issue
CMP00545,Suspicious transactions appeared on my credit card statement.,Account Issue
CMP00546,The system keeps showing an error when I try to make a payment.,Billing Error
CMP00547,Haven't received my refund after 30 days of waiting.,Loan Issue
CMP00548,The system keeps showing an error when I try to make a payment.,Technical Issue
CMP00549,The interest rate applied to my loan is incorrect.,Account Issue
CMP00550,Loan approval is delayed despite submitting all required documents.,Loan Issue
CMP00551,The interest rate applied to my loan is incorrect.,Loan Issue
CMP00552,The interest rate applied to my loan is incorrect.,Loan Issue
CMP00553,My credit card application was rejected without any reason.,Billing Error
CMP00554,Haven't received my refund after 30 days of waiting.,Technical Issue
CMP00555,My credit card application was rejected without any reason.,Account Issue
CMP00556,The interest rate applied to my loan is incorrect.,Fraud
CMP00557,My debit card was blocked without notification.,Fraud
CMP00558,Suspicious transactions appeared on my credit card statement.,Account Issue
CMP00559,My debit card was blocked without notification.,Account Issue
